Time (MET)      Delta_Time  Flux(ph cm-2 s-1)   Delta_Flux          Index   Delta_Index TS Npred
242524469.973	604468.973	2.02681493451e-07	1.82812231538e-08	-2.0	0.0	562.402599445	240.864949232
243733407.919	604468.9735	2.04677807572e-07	1.97152500315e-08	-2.0	0.0	514.282532768	209.080261613
244942345.866	604468.973	1.60436521828e-07	2.10888293686e-08	-2.0	0.0	249.756328825	122.400457581
246151283.812	604468.973	1.88627191577e-07	2.02595831194e-08	-2.0	0.0	372.63258915	192.229426702
247360221.758	604468.9735	1.59784987318e-07	1.66170618608e-08	-2.0	0.0	434.924265559	197.592992443
248569159.705	604468.973	1.64778620397e-07	1.87728768238e-08	-2.0	0.0	305.340458715	160.853587256
249778097.651	604468.9735	2.24393043474e-07	2.27319424506e-08	-2.0	0.0	469.048898713	176.687749215
250987035.598	604468.973	2.21557159222e-07	2.03179963552e-08	-2.0	0.0	487.946348275	232.203464693
252195973.544	604468.973	1.56237353323e-07	1.65631955849e-08	-2.0	0.0	404.218341662	186.600643809
253404911.49	604468.9735	1.77243052877e-07	1.92290472932e-08	-2.0	0.0	393.425687592	163.852784778
254613849.437	604468.973	2.00989787778e-07	2.24842373899e-08	-2.0	0.0	354.859901645	152.451068565
255822787.383	604468.973	1.90021907733e-07	1.90240753247e-08	-2.0	0.0	467.408689407	198.386383089
257031725.33	604468.9735	1.7502731985e-07	1.81486662195e-08	-2.0	0.0	409.373734412	201.518846859
258240663.276	604468.973	1.5723096923e-07	2.29905448325e-08	-2.0	0.0	218.685303284	91.2059397213
259449601.222	604468.973	1.13620117766e-07	1.71917239218e-08	-2.0	0.0	177.83178645	97.7907238274
260658539.169	604468.9735	1.78992292135e-07	1.7960988722e-08	-2.0	0.0	428.07619639	202.41183555
261867477.115	604468.973	1.99264928206e-07	1.88054058189e-08	-2.0	0.0	493.271092519	229.879022329
263076415.061	604468.973	1.49450462904e-07	2.0040922168e-08	-2.0	0.0	224.878580929	114.655181641
264285353.007	604468.9735	2.71797036144e-07	2.29044355142e-08	-2.0	0.0	660.075645586	257.820842759
265494290.954	604468.973	2.4723916374e-07	1.92807911493e-08	-2.0	0.0	659.695799514	309.569524284
266703228.9	604468.9735	2.31535272095e-07	1.99483691486e-08	-2.0	0.0	598.316342857	253.902795362
267912166.847	604468.973	2.2366537011e-07	2.32260811024e-08	-2.0	0.0	406.422758391	169.16927103
269121104.793	604468.973	2.04491534166e-07	2.03982354219e-08	-2.0	0.0	401.390293079	198.46877353
270330042.739	604468.9735	1.81640926995e-07	1.85615929427e-08	-2.0	0.0	462.020185834	201.702013545
271538980.686	604468.973	1.94249914377e-07	1.96794273697e-08	-2.0	0.0	409.528201228	192.196016899
272747918.632	604468.973	2.0894529133e-07	2.36490236183e-08	-2.0	0.0	356.571644341	163.399129547
273956856.579	604468.9735	1.85059116753e-07	2.05490189716e-08	-2.0	0.0	345.334499683	164.948034993
275165794.525	604468.973	2.4358758582e-07	2.46754545978e-08	-2.0	0.0	404.780064762	198.244321108
276374732.471	604468.973	2.75677582296e-07	2.37676407719e-08	-2.0	0.0	657.939088412	252.700155544
277583670.418	604468.9735	2.51542773073e-07	2.17210227818e-08	-2.0	0.0	680.727312884	234.715145041
278792608.364	604468.973	2.60319335232e-07	2.39925101585e-08	-2.0	0.0	527.474830984	227.550872202
280001546.311	604468.9735	2.00354278449e-07	2.28580400627e-08	-2.0	0.0	316.698350782	167.691065829
281210484.257	604468.973	2.47153127335e-07	2.16392965052e-08	-2.0	0.0	630.968131679	233.398833263
282419422.203	604468.973	2.88856104223e-07	2.34322477955e-08	-2.0	0.0	795.929596325	267.412834536
283628360.15	604468.9735	3.66249404477e-07	2.74388496146e-08	-2.0	0.0	863.174337088	320.572126643
284837298.096	604468.973	3.23355642944e-07	2.52835538727e-08	-2.0	0.0	817.304306189	281.993017956
286046236.042	604468.973	1.77539406033e-07	1.91911761141e-08	-2.0	0.0	412.600872358	164.002830377
287255173.988	604468.9735	2.18877376343e-07	2.03414299951e-08	-2.0	0.0	562.380565847	213.009437505
288464111.935	604468.973	2.96634236322e-07	2.54081733611e-08	-2.0	0.0	695.694457162	252.594435919
289673049.881	604468.973	2.00013787022e-07	2.1229136208e-08	-2.0	0.0	413.799466486	179.260046226
